case_id,traj_file,frame,time_ps,tracked_oi_atom_index,tracked_oi_to_vacancy_distance_A,nearest_O_to_vacancy_site_atom_index,nearest_O_to_vacancy_site_distance_A,vacancy_site_occupied,occupied_O_Cu_coordination,coordination_recovered
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1298,0.649000,39,6.061997,26,3.842917,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1299,0.649500,39,6.062179,26,3.840528,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1300,0.650000,39,6.062290,26,3.838102,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1301,0.650500,39,6.062328,26,3.835614,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1302,0.651000,39,6.062328,26,3.833121,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1303,0.651500,39,6.062279,26,3.830581,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1304,0.652000,39,6.062158,26,3.828003,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1305,0.652500,39,6.061943,26,3.825380,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1306,0.653000,39,6.061626,26,3.822763,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1307,0.653500,39,6.061204,26,3.820177,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1308,0.654000,39,6.060765,26,3.817591,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1309,0.654500,39,6.060323,26,3.814984,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1310,0.655000,39,6.059864,26,3.812314,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1311,0.655500,39,6.059239,26,3.809613,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1312,0.656000,39,6.058512,26,3.806968,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1313,0.656500,39,6.057695,26,3.804415,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1314,0.657000,39,6.056811,26,3.801869,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1315,0.657500,39,6.055908,26,3.799249,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1316,0.658000,39,6.054931,26,3.796644,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1317,0.658500,39,6.053937,26,3.794092,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1318,0.659000,39,6.052898,26,3.791576,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1319,0.659500,39,6.051770,26,3.789103,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1320,0.660000,39,6.050584,26,3.786650,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1321,0.660500,39,6.049344,26,3.784232,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1322,0.661000,39,6.048016,26,3.781797,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1323,0.661500,39,6.046533,26,3.779426,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1324,0.662000,39,6.044978,26,3.777126,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1325,0.662500,39,6.043319,26,3.774896,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1326,0.663000,39,6.041564,26,3.772706,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1327,0.663500,39,6.039705,26,3.770567,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1328,0.664000,39,6.037826,26,3.768483,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1329,0.664500,39,6.035865,26,3.766424,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1330,0.665000,39,6.033794,26,3.764449,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1331,0.665500,39,6.031602,26,3.762544,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1332,0.666000,39,6.029331,26,3.760770,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1333,0.666500,39,6.026977,26,3.759111,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1334,0.667000,39,6.024464,26,3.757505,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1335,0.667500,39,6.021891,26,3.755978,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1336,0.668000,39,6.019263,26,3.754561,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1337,0.668500,39,6.016576,26,3.753275,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1338,0.669000,39,6.013836,26,3.752127,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1339,0.669500,39,6.011046,26,3.751034,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1340,0.670000,39,6.008214,26,3.750000,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1341,0.670500,39,6.005319,26,3.749009,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1342,0.671000,39,6.002358,26,3.748121,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1343,0.671500,39,5.999347,26,3.747363,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1344,0.672000,39,5.996297,26,3.746755,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1345,0.672500,39,5.993127,26,3.746260,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1346,0.673000,39,5.989933,26,3.745836,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1347,0.673500,39,5.986623,26,3.745390,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1348,0.674000,39,5.983184,26,3.745026,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1349,0.674500,39,5.979688,26,3.744732,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1350,0.675000,39,5.976098,26,3.744520,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1351,0.675500,39,5.972426,26,3.744459,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1352,0.676000,39,5.968709,26,3.744463,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1353,0.676500,39,5.964885,26,3.744498,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1354,0.677000,39,5.961001,26,3.744581,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1355,0.677500,39,5.956983,26,3.744764,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1356,0.678000,39,5.952850,26,3.744978,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1357,0.678500,39,5.948659,26,3.745196,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1358,0.679000,39,5.944346,26,3.745466,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1359,0.679500,39,5.939985,26,3.745782,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1360,0.680000,39,5.935617,26,3.746217,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1361,0.680500,39,5.931185,26,3.746666,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1362,0.681000,39,5.926661,26,3.747150,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1363,0.681500,39,5.922156,26,3.747648,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1364,0.682000,39,5.917641,26,3.748209,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1365,0.682500,39,5.913103,26,3.748849,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1366,0.683000,39,5.908551,26,3.749526,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1367,0.683500,39,5.903918,26,3.750264,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1368,0.684000,39,5.899269,26,3.751079,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1369,0.684500,39,5.894593,26,3.751922,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1370,0.685000,39,5.889934,26,3.752796,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1371,0.685500,39,5.885293,26,3.753729,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1372,0.686000,39,5.880657,26,3.754690,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1373,0.686500,39,5.876018,26,3.755703,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1374,0.687000,39,5.871403,26,3.756722,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1375,0.687500,39,5.866911,26,3.757756,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1376,0.688000,39,5.862441,26,3.758811,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1377,0.688500,39,5.858004,26,3.759836,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1378,0.689000,39,5.853630,26,3.760821,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1379,0.689500,39,5.849270,26,3.761796,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1380,0.690000,39,5.844928,26,3.762816,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1381,0.690500,39,5.840596,26,3.763848,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1382,0.691000,39,5.836265,26,3.764867,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1383,0.691500,39,5.831993,26,3.765840,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1384,0.692000,39,5.827774,26,3.766813,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1385,0.692500,39,5.823571,26,3.767702,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1386,0.693000,39,5.819462,26,3.768505,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1387,0.693500,39,5.815450,26,3.769291,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1388,0.694000,39,5.811537,26,3.770051,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1389,0.694500,39,5.807655,26,3.770769,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1390,0.695000,39,5.803785,26,3.771428,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1391,0.695500,39,5.799995,26,3.772060,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1392,0.696000,39,5.796292,26,3.772555,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1393,0.696500,39,5.792636,26,3.772977,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1394,0.697000,39,5.788960,26,3.773318,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1395,0.697500,39,5.785364,26,3.773577,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1396,0.698000,39,5.781830,26,3.773726,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1397,0.698500,39,5.778298,26,3.773837,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1398,0.699000,39,5.774843,26,3.773901,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1399,0.699500,39,5.771503,26,3.773870,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1400,0.700000,39,5.768227,26,3.773786,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1401,0.700500,39,5.765044,26,3.773664,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1402,0.701000,39,5.761980,26,3.773477,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1403,0.701500,39,5.759041,26,3.773175,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1404,0.702000,39,5.756242,26,3.772749,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1405,0.702500,39,5.753544,26,3.772208,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1406,0.703000,39,5.751038,26,3.771544,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1407,0.703500,39,5.748668,26,3.770818,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1408,0.704000,39,5.746404,26,3.770030,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1409,0.704500,39,5.744243,26,3.769164,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1410,0.705000,39,5.742217,26,3.768212,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1411,0.705500,39,5.740290,26,3.767082,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1412,0.706000,39,5.738473,26,3.765845,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1413,0.706500,39,5.736685,26,3.764523,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1414,0.707000,39,5.734920,26,3.763096,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1415,0.707500,39,5.733195,26,3.761638,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1416,0.708000,39,5.731566,26,3.760179,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1417,0.708500,39,5.730010,26,3.758662,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1418,0.709000,39,5.728507,26,3.757066,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1419,0.709500,39,5.727103,26,3.755421,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1420,0.710000,39,5.725781,26,3.753679,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1421,0.710500,39,5.724537,26,3.751920,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1422,0.711000,39,5.723311,26,3.750165,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1423,0.711500,39,5.722209,26,3.748425,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1424,0.712000,39,5.721158,26,3.746690,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1425,0.712500,39,5.720164,26,3.744916,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1426,0.713000,39,5.719238,26,3.743146,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1427,0.713500,39,5.718445,26,3.741386,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1428,0.714000,39,5.717752,26,3.739615,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1429,0.714500,39,5.717128,26,3.737867,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1430,0.715000,39,5.716517,26,3.736185,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1431,0.715500,39,5.715971,26,3.734499,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1432,0.716000,39,5.715483,26,3.732805,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1433,0.716500,39,5.715040,26,3.731065,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1434,0.717000,39,5.714687,26,3.729310,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1435,0.717500,39,5.714399,26,3.727525,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1436,0.718000,39,5.714212,26,3.725672,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1437,0.718500,39,5.714101,26,3.723812,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1438,0.719000,39,5.714095,26,3.722010,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1439,0.719500,39,5.714111,26,3.720224,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1440,0.720000,39,5.714188,26,3.718450,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1441,0.720500,39,5.714323,26,3.716774,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1442,0.721000,39,5.714520,26,3.715131,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1443,0.721500,39,5.714777,26,3.713569,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1444,0.722000,39,5.715070,26,3.712132,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1445,0.722500,39,5.715385,26,3.710791,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1446,0.723000,39,5.715722,26,3.709444,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1447,0.723500,39,5.716061,26,3.708078,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1448,0.724000,39,5.716422,26,3.706751,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1449,0.724500,39,5.716752,26,3.705523,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1450,0.725000,39,5.717097,26,3.704462,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1451,0.725500,39,5.717477,26,3.703508,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1452,0.726000,39,5.717892,26,3.702621,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1453,0.726500,39,5.718326,26,3.701830,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1454,0.727000,39,5.718774,26,3.701164,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1455,0.727500,39,5.719240,26,3.700660,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1456,0.728000,39,5.719774,26,3.700273,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1457,0.728500,39,5.720347,26,3.699986,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1458,0.729000,39,5.720973,26,3.699813,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1459,0.729500,39,5.721631,26,3.699727,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1460,0.730000,39,5.722291,26,3.699699,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1461,0.730500,39,5.722993,26,3.699720,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1462,0.731000,39,5.723727,26,3.699804,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1463,0.731500,39,5.724467,26,3.700059,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1464,0.732000,39,5.725167,26,3.700490,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1465,0.732500,39,5.725931,26,3.701090,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1466,0.733000,39,5.726707,26,3.701878,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1467,0.733500,39,5.727485,26,3.702784,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1468,0.734000,39,5.728258,26,3.703747,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1469,0.734500,39,5.729079,26,3.704775,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1470,0.735000,39,5.729918,26,3.705874,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1471,0.735500,39,5.730774,26,3.707093,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1472,0.736000,39,5.731714,26,3.708309,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1473,0.736500,39,5.732678,26,3.709560,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1474,0.737000,39,5.733627,26,3.710902,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1475,0.737500,39,5.734565,26,3.712348,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1476,0.738000,39,5.735530,26,3.713854,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1477,0.738500,39,5.736499,26,3.715467,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1478,0.739000,39,5.737440,26,3.717114,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1479,0.739500,39,5.738379,26,3.718851,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1480,0.740000,39,5.739322,26,3.720672,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1481,0.740500,39,5.740274,26,3.722525,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1482,0.741000,39,5.741234,26,3.724446,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1483,0.741500,39,5.742192,26,3.726424,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1484,0.742000,39,5.743130,26,3.728447,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1485,0.742500,39,5.744048,26,3.730558,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1486,0.743000,39,5.744979,26,3.732733,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1487,0.743500,39,5.745859,26,3.734979,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1488,0.744000,39,5.746771,26,3.737238,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1489,0.744500,39,5.747738,26,3.739537,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1490,0.745000,39,5.748757,26,3.741936,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1491,0.745500,39,5.749800,26,3.744391,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1492,0.746000,39,5.750845,26,3.746879,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1493,0.746500,39,5.751944,26,3.749356,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1494,0.747000,39,5.753086,26,3.751818,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1495,0.747500,39,5.754188,26,3.754242,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1496,0.748000,39,5.755329,26,3.756670,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1497,0.748500,39,5.756516,26,3.759170,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1498,0.749000,39,5.757689,26,3.761640,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1499,0.749500,39,5.758823,26,3.764050,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1500,0.750000,39,5.759950,26,3.766438,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1501,0.750500,39,5.761101,26,3.768780,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1502,0.751000,39,5.762232,26,3.771059,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1503,0.751500,39,5.763406,26,3.773271,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1504,0.752000,39,5.764692,26,3.775381,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1505,0.752500,39,5.766039,26,3.777491,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1506,0.753000,39,5.767428,26,3.779529,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1507,0.753500,39,5.768829,26,3.781498,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1508,0.754000,39,5.770292,26,3.783401,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1509,0.754500,39,5.771821,26,3.785210,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1510,0.755000,39,5.773412,26,3.786919,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1511,0.755500,39,5.775010,26,3.788574,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1512,0.756000,39,5.776672,26,3.790144,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1513,0.756500,39,5.778370,26,3.791598,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1514,0.757000,39,5.780099,26,3.792983,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1515,0.757500,39,5.781826,26,3.794290,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1516,0.758000,39,5.783586,26,3.795444,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1517,0.758500,39,5.785405,26,3.796493,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1518,0.759000,39,5.787288,26,3.797397,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1519,0.759500,39,5.789211,26,3.798262,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1520,0.760000,39,5.791100,26,3.799011,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1521,0.760500,39,5.792998,26,3.799676,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1522,0.761000,39,5.794959,26,3.800242,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1523,0.761500,39,5.796964,26,3.800702,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1524,0.762000,39,5.798999,26,3.801091,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1525,0.762500,39,5.801063,26,3.801414,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1526,0.763000,39,5.803152,26,3.801612,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1527,0.763500,39,5.805273,26,3.801752,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1528,0.764000,39,5.807389,26,3.801796,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1529,0.764500,39,5.809492,26,3.801720,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1530,0.765000,39,5.811546,26,3.801492,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1531,0.765500,39,5.813596,26,3.801127,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1532,0.766000,39,5.815656,26,3.800658,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1533,0.766500,39,5.817753,26,3.800169,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1534,0.767000,39,5.819873,26,3.799600,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1535,0.767500,39,5.822040,26,3.798978,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1536,0.768000,39,5.824212,26,3.798315,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1537,0.768500,39,5.826342,26,3.797597,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1538,0.769000,39,5.828512,26,3.796817,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1539,0.769500,39,5.830665,26,3.795966,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1540,0.770000,39,5.832796,26,3.795083,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1541,0.770500,39,5.834948,26,3.794156,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1542,0.771000,39,5.837072,26,3.793141,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1543,0.771500,39,5.839198,26,3.792064,0,1,0
F3,YBa2Cu3O7_553_Frenkel3_113.traj,1544,0.772000,39,5.841316,26,3.790903,0,1,0
